"Category","Region","City","Ship_Mode","Real_Days","Sched_Days","Delay_Days","Profit","Sales"
Electronics,Northern Europe,Rugby,Standard Class,3,4,-1,35.99000168,89.98000336
Electronics,Northern Europe,Loughborough,Standard Class,3,4,-1,-18.60000038,95.98000336
Electronics,Western Europe,Pontivy,Standard Class,6,4,2,26.19000053,89.98000336
Electronics,Western Europe,Capelle aan den IJssel,Standard Class,3,4,-1,40.25999832,103.9800034
Electronics,Southern Europe,Pescara,Standard Class,2,4,-2,55.27000046,134.9700012
Electronics,Northern Europe,Coventry,Standard Class,3,4,-1,-29.36000061,134.9700012
Electronics,Eastern Europe,Uvarovo,Standard Class,4,4,0,32.38999939,95.97000122
Electronics,Northern Europe,Kettering,Standard Class,2,4,-2,22.53000069,95.97000122
Electronics,Western Europe,Utrecht,Standard Class,6,4,2,24.45000076,95.97000122
Electronics,Western Europe,Celle,Standard Class,3,4,-1,40.49000168,143.9700012
Electronics,Northern Europe,Estocolmo,Standard Class,3,4,-1,11.88000011,179.9600067
Electronics,Eastern Europe,Arkhangelsk,Standard Class,2,4,-2,-26.37999916,127.9599991
Electronics,Western Europe,Lucerna,Standard Class,6,4,2,9.770000458,159.9499969
Electronics,Northern Europe,Gateshead,Standard Class,4,4,0,30.0699997,159.9499969
Electronics,Western Europe,Karlsruhe,Standard Class,2,4,-2,63.86999893,259.9500122
Electronics,Western Europe,Antibes,Standard Class,5,4,1,70.55999756,239.9499969
Electronics,Northern Europe,Edinburgh,Standard Class,2,4,-2,4.079999924,239.9499969
Electronics,Eastern Europe,Khmelnytskyi,First Class,2,1,1,39.84000015,179.9600067
Consumer Electronics,Southern Europe,Florence,Same Day,1,0,1,73.63999939,252.8800049
Electronics,Eastern Europe,Astrac�n,Second Class,2,2,0,66.62000275,159.9499969
Computers,Western Europe,Fresnes,Standard Class,5,4,1,459.0,1500.0
Electronics,Eastern Europe,Ufa,Standard Class,2,4,-2,34.22999954,95.97000122
Electronics,Western Europe,Cologne,Standard Class,3,4,-1,-1.659999967,127.9599991
Electronics,Western Europe,Cologne,Standard Class,3,4,-1,82.04000092,179.9600067
Electronics,Western Europe,Nice,Standard Class,6,4,2,51.11999893,127.9599991
Electronics,Southern Europe,Ferrara,Standard Class,3,4,-1,2.140000105,224.9499969
Consumer Electronics,Western Europe,Berl�n,First Class,2,1,1,-169.9400024,252.8800049
Consumer Electronics,Northern Europe,London,First Class,2,1,1,2.150000095,252.8800049
Consumer Electronics,Southern Europe,Valladolid,First Class,2,1,1,-9.239999771,252.8800049
Computers,Southern Europe,Getxo,First Class,2,1,1,74.40000153,1500.0
Electronics,Eastern Europe,Galati,First Class,2,1,1,19.73999977,207.9600067
Electronics,Western Europe,Rouen,Same Day,1,0,1,14.18999958,55.97999954
Computers,Western Europe,Ghent,Second Class,5,2,3,484.5,1500.0
Consumer Electronics,Western Europe,Offenbach,Second Class,3,2,1,10.10000038,252.8800049
Computers,Southern Europe,Latina,Second Class,5,2,3,567.0,1500.0
Computers,Western Europe,Bonn,Second Class,5,2,3,405.6000061,1500.0
Electronics,Southern Europe,Naples,Second Class,2,2,0,7.050000191,95.98000336
Electronics,Western Europe,Sorgues,Second Class,4,2,2,-8.640000343,95.97000122
Computers,Northern Europe,Estocolmo,Standard Class,6,4,2,525.0,1500.0
Consumer Electronics,Western Europe,Viena,Standard Class,5,4,1,0.0,252.8800049
Computers,Northern Europe,Lincoln,Standard Class,4,4,0,545.6300049,1500.0
Computers,Western Europe,Viena,Standard Class,2,4,-2,712.9500122,1500.0
Computers,Western Europe,Trier,Standard Class,3,4,-1,330.0,1500.0
Computers,Southern Europe,Madrid,Standard Class,4,4,0,-130.5,1500.0
Computers,Western Europe,Trier,Standard Class,6,4,2,548.25,1500.0
Computers,Southern Europe,Barcelona,Standard Class,6,4,2,410.8500061,1500.0
Computers,Western Europe,Berl�n,Standard Class,3,4,-1,430.5,1500.0
Consumer Electronics,Western Europe,Berl�n,Standard Class,6,4,2,72.58000183,252.8800049
Consumer Electronics,Western Europe,Offenbach,Standard Class,4,4,0,22.86000061,252.8800049
Electronics,Western Europe,Muret,Standard Class,6,4,2,8.68999958,31.98999977
Electronics,Northern Europe,Glasgow,Standard Class,3,4,-1,0.839999974,44.99000168
Electronics,Southern Europe,Rome,Standard Class,3,4,-1,15.52000046,31.98999977
Electronics,Western Europe,Bastia,Standard Class,2,4,-2,-11.85999966,47.99000168
Consumer Electronics,Northern Europe,Cork,Standard Class,5,4,1,110.0,252.8800049
Computers,Western Europe,Bremen,Standard Class,5,4,1,-1800.0,1500.0
Electronics,Western Europe,Marseille,Standard Class,3,4,-1,15.35999966,63.97999954
Electronics,Eastern Europe,Kaluga,Standard Class,4,4,0,10.52000046,95.98000336
Electronics,Western Europe,Genk,Standard Class,5,4,1,8.760000229,95.97000122
Electronics,Western Europe,Muret,Standard Class,6,4,2,20.87999916,127.9599991
Electronics,Western Europe,Berl�n,Standard Class,3,4,-1,-9.460000038,127.9599991
Electronics,Western Europe,Gera,Standard Class,6,4,2,47.99000168,127.9599991
Electronics,Western Europe,Nice,Standard Class,5,4,1,46.45000076,159.9499969
Consumer Electronics,Southern Europe,Brescia,First Class,2,1,1,74.80000305,252.8800049
Electronics,Western Europe,Hayange,First Class,2,1,1,2.400000095,31.98999977
Electronics,Southern Europe,Palermo,First Class,2,1,1,5.590000153,63.97999954
Consumer Electronics,Southern Europe,Torre del Greco,Same Day,0,0,0,107.4700012,252.8800049
Electronics,Western Europe,Sarcelles,Standard Class,6,4,2,11.01000023,95.98000336
Electronics,Northern Europe,Wolverhampton,Standard Class,6,4,2,6.869999886,63.97999954
Electronics,Western Europe,Pontivy,Standard Class,3,4,-1,-3.569999933,95.97000122
Electronics,Western Europe,Dorsten,Standard Class,6,4,2,44.97000122,134.9700012
Electronics,Western Europe,Groningen,Standard Class,5,4,1,3.930000067,95.97000122
Electronics,Western Europe,Miramas,Standard Class,5,4,1,48.27000046,127.9599991
Electronics,Western Europe,Karlsruhe,Standard Class,2,4,-2,38.06000137,127.9599991
Electronics,Western Europe,Rennes,Standard Class,4,4,0,16.21999931,191.9600067
Electronics,Southern Europe,Valencia,Standard Class,6,4,2,66.19999695,191.9600067
Electronics,Eastern Europe,Sevastopol,Standard Class,3,4,-1,50.06000137,207.9600067
Electronics,Eastern Europe,Mykolayiv,Standard Class,3,4,-1,-176.4799957,139.9499969
Electronics,Southern Europe,Naples,Standard Class,3,4,-1,40.8199997,159.9499969
Electronics,Southern Europe,Bologna,Standard Class,2,4,-2,43.18999863,159.9499969
Electronics,Western Europe,Wuppertal,Standard Class,3,4,-1,112.0899963,259.9500122
Electronics,Southern Europe,Prato,Standard Class,3,4,-1,68.23999786,259.9500122
Consumer Electronics,Southern Europe,Madrid,First Class,2,1,1,70.40000153,252.8800049
Electronics,Western Europe,Berl�n,First Class,2,1,1,12.0699997,31.98999977
Computers,Southern Europe,Ravenna,First Class,2,1,1,354.8999939,1500.0
Computers,Western Europe,Hazebrouck,First Class,2,1,1,661.5,1500.0
Computers,Western Europe,Albi,First Class,2,1,1,535.5,1500.0
Electronics,Northern Europe,Widnes,First Class,2,1,1,25.38999939,95.97000122
Electronics,Western Europe,Reims,First Class,2,1,1,38.34000015,95.97000122
Electronics,Northern Europe,Nacka,First Class,2,1,1,8.06000042,159.9499969
Electronics,Western Europe,Berl�n,First Class,2,1,1,78.3199997,259.9500122
Electronics,Western Europe,Marseille,First Class,2,1,1,41.75,159.9499969
Consumer Electronics,Western Europe,Koblenz,Same Day,1,0,1,64.90000153,252.8800049
Consumer Electronics,Northern Europe,London,Same Day,0,0,0,14.8199997,252.8800049
Consumer Electronics,Western Europe,Le Havre,Same Day,1,0,1,10.75,252.8800049
Electronics,Eastern Europe,Budapest,Same Day,1,0,1,60.25999832,134.9700012
Consumer Electronics,Western Europe,Nantes,Second Class,5,2,3,0.0,252.8800049
Consumer Electronics,Northern Europe,Waterlooville,Second Class,6,2,4,69.30000305,252.8800049
Consumer Electronics,Southern Europe,Torre del Greco,Second Class,4,2,2,46.72999954,252.8800049
Consumer Electronics,Southern Europe,Capannori,Second Class,3,2,1,91.80000305,252.8800049
Consumer Electronics,Western Europe,Viena,Second Class,3,2,1,15.21000004,252.8800049
Consumer Electronics,Northern Europe,Estocolmo,Second Class,2,2,0,-138.3099976,252.8800049
Electronics,Western Europe,Berl�n,Second Class,6,2,4,-7.78000021,63.97999954
Electronics,Northern Europe,London,Second Class,6,2,4,6.360000134,63.97999954
Electronics,Eastern Europe,Cheli�binsk,Second Class,5,2,3,40.65999985,103.9800034
Electronics,Western Europe,Palaiseau,Second Class,5,2,3,62.84000015,134.9700012
Electronics,Eastern Europe,Ufa,Second Class,5,2,3,10.19999981,95.97000122
Electronics,Western Europe,Dax,Standard Class,6,4,2,0.610000014,31.98999977
Computers,Northern Europe,Runcorn,Standard Class,4,4,0,30.0,1500.0
Consumer Electronics,Southern Europe,Seville,Standard Class,3,4,-1,61.15000153,252.8800049
Consumer Electronics,Western Europe,Dresden,Standard Class,6,4,2,38.68999863,252.8800049
Computers,Northern Europe,Glasgow,Standard Class,3,4,-1,-316.3099976,1500.0
Computers,Southern Europe,Madrid,Standard Class,5,4,1,374.3999939,1500.0
Consumer Electronics,Western Europe,Aschaffenburg,Standard Class,6,4,2,17.92000008,252.8800049
Consumer Electronics,Southern Europe,Barcelona,Standard Class,6,4,2,66.73999786,252.8800049
Computers,Western Europe,Boulogne-Billancourt,Standard Class,6,4,2,409.5,1500.0
Computers,Western Europe,Torcy,Standard Class,2,4,-2,118.8000031,1500.0
Computers,Southern Europe,Trieste,Standard Class,6,4,2,620.4000244,1500.0
Computers,Southern Europe,Afragola,Standard Class,5,4,1,639.4500122,1500.0
Consumer Electronics,Southern Europe,Capannori,Standard Class,2,4,-2,18.46999931,252.8800049
Consumer Electronics,Southern Europe,Capannori,Standard Class,5,4,1,-2.630000114,252.8800049
Computers,Southern Europe,Barcelona,Standard Class,3,4,-1,127.1299973,1500.0
Electronics,Eastern Europe,Lodz,Standard Class,3,4,-1,-5.820000172,51.99000168
Electronics,Western Europe,Berl�n,Standard Class,5,4,1,4.920000076,47.99000168
Computers,Southern Europe,Pescara,Standard Class,6,4,2,403.2000122,1500.0
Computers,Southern Europe,Valladolid,Standard Class,3,4,-1,456.75,1500.0
Electronics,Eastern Europe,Varna,Standard Class,4,4,0,23.70999908,95.98000336
Electronics,Northern Europe,London,Standard Class,6,4,2,10.73999977,95.97000122
Electronics,Western Europe,Berl�n,Standard Class,2,4,-2,-240.9799957,95.97000122
Electronics,Western Europe,Hasselt,Standard Class,6,4,2,10.07999992,95.97000122
Electronics,Western Europe,Beaune,Standard Class,5,4,1,-77.98999786,155.9700012
Electronics,Western Europe,Viena,Standard Class,6,4,2,13.82999992,143.9700012
Electronics,Western Europe,Castrop-Rauxel,Standard Class,4,4,0,2.380000114,127.9599991
Electronics,Eastern Europe,Budapest,Standard Class,6,4,2,17.69000053,179.9600067
Electronics,Northern Europe,Poole,Standard Class,4,4,0,13.10000038,191.9600067
Electronics,Northern Europe,Blackpool,Standard Class,5,4,1,16.3199997,191.9600067
Consumer Electronics,Western Europe,Marseille,Standard Class,5,4,1,110.4599991,252.8800049
Consumer Electronics,Southern Europe,Naples,Standard Class,5,4,1,-343.9200134,252.8800049
Consumer Electronics,Western Europe,Hanover,Standard Class,2,4,-2,38.25999832,252.8800049
Electronics,Western Europe,Chelles,Standard Class,4,4,0,44.47999954,103.9800034
Electronics,Western Europe,Paris,Standard Class,6,4,2,41.59000015,103.9800034
Electronics,Western Europe,Neunkirchen,Standard Class,5,4,1,36.68000031,95.97000122
Electronics,Northern Europe,Lowestoft,Standard Class,5,4,1,15.65999985,179.9600067
Electronics,Western Europe,Linz,Standard Class,2,4,-2,70.70999908,207.9600067
Electronics,Northern Europe,Tamworth,Standard Class,3,4,-1,68.02999878,191.9600067
Electronics,Southern Europe,Madrid,Standard Class,2,4,-2,-2.190000057,159.9499969
Consumer Electronics,Western Europe,Herford,First Class,2,1,1,-375.5299988,252.8800049
Consumer Electronics,Western Europe,Zaanstad,First Class,2,1,1,103.4800034,252.8800049
Consumer Electronics,Western Europe,Aschaffenburg,First Class,2,1,1,-180.3800049,252.8800049
Electronics,Eastern Europe,Briansk,First Class,2,1,1,61.0699997,159.9499969
Consumer Electronics,Southern Europe,Cartagena,Second Class,6,2,4,-63.22000122,252.8800049
Computers,Western Europe,Lomme,Second Class,6,2,4,561.0,1500.0
Consumer Electronics,Western Europe,Toulouse,Second Class,6,2,4,89.01000214,252.8800049
Electronics,Western Europe,Ghent,Second Class,3,2,1,63.15000153,159.9499969
Computers,Southern Europe,Arezzo,Standard Class,3,4,-1,309.9200134,1500.0
Computers,Western Europe,Marseille,Standard Class,5,4,1,-466.5599976,1500.0
Computers,Western Europe,Munich,Standard Class,3,4,-1,136.5,1500.0
Computers,Western Europe,Trier,Standard Class,2,4,-2,39.15000153,1500.0
Computers,Southern Europe,Madrid,Standard Class,3,4,-1,-212.9299927,1500.0
Consumer Electronics,Western Europe,Offenbach,Standard Class,2,4,-2,15.93000031,252.8800049
Computers,Western Europe,Hamm,Standard Class,4,4,0,24.60000038,1500.0
Electronics,Western Europe,Boulogne-Billancourt,Standard Class,5,4,1,22.5,44.99000168
Electronics,Northern Europe,Sheffield,Standard Class,6,4,2,11.19999981,31.98999977
Electronics,Western Europe,Boulogne-Billancourt,Standard Class,3,4,-1,11.82999992,47.99000168
Electronics,Northern Europe,Runcorn,Standard Class,2,4,-2,7.96999979,83.97000122
Electronics,Northern Europe,Stavanger,Standard Class,6,4,2,3.059999943,155.9700012
Electronics,Western Europe,Evreux,Standard Class,2,4,-2,8.56000042,155.9700012
Electronics,Southern Europe,Tarragona,Standard Class,2,4,-2,13.77000046,95.97000122
Electronics,Western Europe,Bressuire,Standard Class,4,4,0,9.119999886,127.9599991
Electronics,Western Europe,Toulouse,Standard Class,5,4,1,31.79999924,179.9600067
Electronics,Southern Europe,Dos Hermanas,Standard Class,3,4,-1,30.47999954,139.9499969
Electronics,Northern Europe,Gloucester,Standard Class,2,4,-2,-375.7200012,159.9499969
Electronics,Eastern Europe,Orsha,Standard Class,2,4,-2,13.60000038,159.9499969
Consumer Electronics,Southern Europe,Cartagena,First Class,2,1,1,90.08999634,252.8800049
Computers,Southern Europe,Valladolid,First Class,2,1,1,523.1300049,1500.0
Electronics,Eastern Europe,Bra?ov,First Class,2,1,1,12.38000011,207.9600067
Computers,Southern Europe,Rome,Same Day,0,0,0,341.25,1500.0
Consumer Electronics,Southern Europe,Florence,Same Day,1,0,1,31.40999985,252.8800049
Electronics,Western Europe,Dresden,Same Day,1,0,1,1.75,95.98000336
Electronics,Eastern Europe,Makhachkala,Same Day,1,0,1,62.95999908,159.9499969
Computers,Western Europe,Argenteuil,Second Class,4,2,2,-862.8800049,1500.0
Electronics,Western Europe,Paris,Second Class,4,2,2,9.609999657,31.98999977
Computers,Southern Europe,Cerignola,Second Class,4,2,2,-3442.5,1500.0
Electronics,Western Europe,Cholet,Second Class,5,2,3,11.31000042,51.99000168
Computers,Western Europe,Meudon,Standard Class,2,4,-2,281.25,1500.0
Electronics,Eastern Europe,Kryvyy Rih,Standard Class,5,4,1,12.73999977,31.98999977
Computers,Northern Europe,Bolton,Standard Class,6,4,2,519.75,1500.0
Computers,Northern Europe,Huddinge,Standard Class,3,4,-1,427.5,1500.0
Computers,Western Europe,Angers,Standard Class,4,4,0,57.0,1500.0
Consumer Electronics,Western Europe,Berl�n,Standard Class,6,4,2,109.0400009,252.8800049
Consumer Electronics,Northern Europe,Cork,Standard Class,4,4,0,18.92000008,252.8800049
Computers,Western Europe,Hamm,Standard Class,5,4,1,585.1500244,1500.0
Consumer Electronics,Southern Europe,Elx,Standard Class,5,4,1,-13.06000042,252.8800049
Computers,Western Europe,Berl�n,Standard Class,2,4,-2,375.6000061,1500.0
Electronics,Southern Europe,Torrevieja,Standard Class,6,4,2,14.25,51.99000168
Electronics,Northern Europe,Dubl�n,Standard Class,2,4,-2,1.149999976,31.98999977
Computers,Northern Europe,Kettering,Standard Class,4,4,0,466.8800049,1500.0
Electronics,Western Europe,Nice,Standard Class,4,4,0,14.34000015,63.97999954
Electronics,Western Europe,Berl�n,Standard Class,3,4,-1,22.54999924,143.9700012
Electronics,Northern Europe,Dubl�n,Standard Class,2,4,-2,45.31000137,155.9700012
Electronics,Western Europe,Angers,Standard Class,4,4,0,41.52000046,127.9599991
Electronics,Northern Europe,Nottingham,Standard Class,3,4,-1,-200.5800018,127.9599991
Electronics,Western Europe,Alphen aan den Rijn,Standard Class,6,4,2,-318.8699951,224.9499969
Electronics,Western Europe,Ulm,Standard Class,5,4,1,79.26000214,239.9499969
Consumer Electronics,Western Europe,Pessac,First Class,2,1,1,80.76999664,252.8800049
Computers,Northern Europe,Gateshead,First Class,2,1,1,436.6400146,1500.0
Computers,Southern Europe,Alcobendas,First Class,2,1,1,488.25,1500.0
Electronics,Southern Europe,Rome,First Class,2,1,1,-24.90999985,127.9599991
Electronics,Eastern Europe,Piotrkow Trybunalski,First Class,2,1,1,40.31000137,159.9499969
Electronics,Southern Europe,Treviso,Same Day,0,0,0,9.359999657,103.9800034
Consumer Electronics,Northern Europe,Northwich,Second Class,5,2,3,72.59999847,252.8800049
Consumer Electronics,Western Europe,Halle,Second Class,4,2,2,85.37000275,252.8800049
Electronics,Eastern Europe,Bialystok,Second Class,2,2,0,7.099999905,27.98999977
Electronics,Northern Europe,Swansea,Second Class,3,2,1,-0.550000012,51.99000168
Electronics,Northern Europe,Cardiff,Second Class,2,2,0,38.54999924,179.9600067
Electronics,Eastern Europe,Bialystok,Second Class,2,2,0,46.38999939,159.9499969
Computers,Northern Europe,Gloucester,Standard Class,4,4,0,697.9500122,1500.0
Computers,Northern Europe,Estocolmo,Standard Class,6,4,2,519.75,1500.0
Computers,Western Europe,Lyon,Standard Class,6,4,2,464.8099976,1500.0
Consumer Electronics,Western Europe,Lyon,Standard Class,2,4,-2,60.08000183,252.8800049
Consumer Electronics,Western Europe,Augsburg,Standard Class,2,4,-2,27.43000031,252.8800049
Computers,Northern Europe,Gateshead,Standard Class,6,4,2,351.0,1500.0
Computers,Southern Europe,Amadora,Standard Class,3,4,-1,626.4000244,1500.0
Computers,Northern Europe,Dubl�n,Standard Class,4,4,0,127.5,1500.0
Consumer Electronics,Western Europe,Montpellier,Standard Class,4,4,0,68.20999908,252.8800049
Electronics,Eastern Europe,Budapest,Standard Class,3,4,-1,2.450000048,31.98999977
Electronics,Eastern Europe,Ivanovo,Standard Class,3,4,-1,-10.27000046,51.99000168
Electronics,Eastern Europe,Ivanovo,Standard Class,3,4,-1,32.72999954,89.98000336
Electronics,Western Europe,Gap,Standard Class,4,4,0,14.40999985,103.9800034
Electronics,Western Europe,Apeldoorn,Standard Class,2,4,-2,62.18999863,134.9700012
Electronics,Northern Europe,Derby,Standard Class,5,4,1,52.11999893,111.9599991
Electronics,Western Europe,Chilly-Mazarin,Standard Class,3,4,-1,52.40999985,259.9500122
Computers,Western Europe,Montmorency,First Class,2,1,1,356.3999939,1500.0
Consumer Electronics,Southern Europe,Naples,First Class,2,1,1,-371.730011,252.8800049
Consumer Electronics,Northern Europe,London,First Class,2,1,1,55.0,252.8800049
Electronics,Western Europe,Sarcelles,First Class,2,1,1,8.609999657,27.98999977
Electronics,Western Europe,Hamburgo,First Class,2,1,1,3.390000105,51.99000168
Electronics,Northern Europe,Huddersfield,First Class,2,1,1,3.400000095,31.98999977
Electronics,Southern Europe,Badalona,First Class,2,1,1,1.820000052,95.97000122
Electronics,Southern Europe,Cagliari,First Class,2,1,1,37.43000031,127.9599991
Electronics,Western Europe,Carcassonne,First Class,2,1,1,37.63000107,127.9599991
Electronics,Northern Europe,London,First Class,2,1,1,-23.45000076,111.9599991
Electronics,Northern Europe,Oslo,First Class,2,1,1,32.84999847,139.9499969
Electronics,Western Europe,Boulogne-Billancourt,First Class,2,1,1,45.56000137,159.9499969
Electronics,Southern Europe,Zamora,First Class,2,1,1,35.29999924,139.9499969
Consumer Electronics,Southern Europe,Seville,Same Day,0,0,0,9.81000042,252.8800049
Consumer Electronics,Western Europe,Wattrelos,Same Day,0,0,0,38.97999954,252.8800049
Electronics,Western Europe,Essen,Same Day,1,0,1,-69.61000061,127.9599991
Electronics,Eastern Europe,Budapest,Same Day,0,0,0,-68.27999878,127.9599991
Electronics,Western Europe,Erftstadt,Same Day,0,0,0,107.9800034,224.9499969
Electronics,Western Europe,Bayonne,Same Day,0,0,0,-40.59999847,239.9499969
Consumer Electronics,Western Europe,Berl�n,Second Class,4,2,2,65.55000305,252.8800049
Consumer Electronics,Northern Europe,London,Second Class,4,2,2,103.5500031,252.8800049
Consumer Electronics,Southern Europe,Barcelona,Second Class,4,2,2,80.11000061,252.8800049
Electronics,Western Europe,Munich,Second Class,2,2,0,21.26000023,44.99000168
Electronics,Western Europe,Hildesheim,Standard Class,5,4,1,87.95999908,224.9499969
Electronics,Eastern Europe,Gubkin,Standard Class,3,4,-1,70.54000092,159.9499969
Electronics,Northern Europe,Rugby,Standard Class,4,4,0,74.37999725,159.9499969
Electronics,Western Europe,Viena,Standard Class,5,4,1,84.80999756,259.9500122
Electronics,Southern Europe,Cartagena,Standard Class,3,4,-1,-212.4100037,159.9499969
Electronics,Southern Europe,Naples,Standard Class,5,4,1,40.31000137,159.9499969
